episodeId,amountMinor,failureCategory,paymentMethod,subscriptionStatus,failureCount,consecutiveFailureCount,subscriptionAgeDays,previousRecoveryRate,previousFailedPayments,previousNudges,nativeRetryPossible,downtimeActive,diagnosisConfidence,candidateAction,downtimeSeverity,caseAgeHours,recoveredWithin7Days
episode_00941,29900,PAYMENT_METHOD_INVALID,upi,pending,2,2,178,0.0,2,0,True,False,HIGH,SEND_NUDGE,none,17.003,0
episode_00942,149900,BANK_OR_NETWORK,emandate,pending,3,2,121,1.0,1,0,True,False,MEDIUM,WAIT_NATIVE_RETRY,none,30.269,1
episode_00943,69900,UNKNOWN,card,pending,1,1,130,1.0,1,0,True,False,MEDIUM,STOP_AND_ESCALATE,none,15.993,0
episode_00944,29900,BANK_OR_NETWORK,netbanking,pending,2,1,42,0.333333,3,2,True,False,HIGH,STOP_AND_ESCALATE,none,25.204,0
episode_00945,149900,BANK_OR_NETWORK,card,halted,2,1,25,1.0,2,0,False,False,MEDIUM,SEND_NUDGE,none,35.014,1
episode_00946,69900,TEMPORARY_FUNDS,card,pending,4,2,76,1.0,2,0,True,False,HIGH,SEND_NUDGE,none,108.019,1
episode_00947,69900,TEMPORARY_FUNDS,card,pending,1,4,184,0.25,4,2,True,False,MEDIUM,WAIT_NATIVE_RETRY,none,42.385,1
episode_00948,29900,TEMPORARY_FUNDS,emandate,halted,2,2,156,0.0,1,0,False,False,HIGH,STOP_AND_ESCALATE,none,35.702,0
episode_00949,29900,TEMPORARY_FUNDS,upi,halted,1,2,223,1.0,1,1,False,False,HIGH,SEND_NUDGE,none,45.474,1
episode_00950,29900,BANK_OR_NETWORK,netbanking,halted,4,3,72,0.75,4,0,False,False,HIGH,SEND_NUDGE,none,19.752,1
episode_00951,29900,BANK_OR_NETWORK,unknown,pending,2,2,168,0.333333,3,0,True,False,HIGH,WAIT_NATIVE_RETRY,none,52.723,1
episode_00952,69900,CUSTOMER_AUTH_FAILURE,upi,pending,2,1,54,0.0,3,3,True,False,HIGH,REQUEST_CARD_UPDATE,none,54.391,0
episode_00953,29900,TEMPORARY_FUNDS,upi,halted,1,2,253,0.0,0,0,False,False,MEDIUM,SEND_NUDGE,none,24.834,1
episode_00954,29900,PAYMENT_METHOD_INVALID,emandate,pending,3,3,255,0.5,2,2,True,False,HIGH,SEND_NUDGE,none,39.419,0
episode_00955,69900,PAYMENT_METHOD_INVALID,card,halted,3,1,50,0.0,1,2,False,False,HIGH,WAIT_NATIVE_RETRY,none,32.802,0
episode_00956,149900,TEMPORARY_FUNDS,upi,pending,2,1,551,1.0,3,0,True,False,HIGH,SEND_NUDGE,none,35.138,1
episode_00957,29900,BANK_OR_NETWORK,upi,pending,1,1,286,0.0,0,0,True,True,LOW,REQUEST_CARD_UPDATE,medium,19.586,0
episode_00958,29900,TEMPORARY_FUNDS,card,halted,3,1,215,0.0,0,0,False,False,HIGH,SEND_NUDGE,none,53.953,0
episode_00959,69900,BANK_OR_NETWORK,emandate,pending,2,1,145,0.5,2,1,True,False,MEDIUM,SEND_NUDGE,none,90.441,0
episode_00960,69900,BANK_OR_NETWORK,card,pending,3,2,181,0.0,0,0,True,False,HIGH,WAIT_NATIVE_RETRY,none,35.472,1
episode_00961,29900,TEMPORARY_FUNDS,emandate,pending,5,1,253,1.0,2,1,True,True,LOW,WAIT_NATIVE_RETRY,medium,44.112,1
episode_00962,69900,PAYMENT_METHOD_INVALID,card,halted,2,2,322,0.0,1,3,False,False,LOW,WAIT_NATIVE_RETRY,none,12.4,0
episode_00963,149900,TEMPORARY_FUNDS,card,halted,2,2,67,0.0,4,0,False,False,HIGH,REQUEST_CARD_UPDATE,none,29.916,1
episode_00964,149900,BANK_OR_NETWORK,card,halted,1,2,379,0.0,3,0,False,False,HIGH,WAIT_NATIVE_RETRY,none,126.124,1
episode_00965,69900,PAYMENT_METHOD_INVALID,upi,pending,2,2,45,0.666667,3,2,True,False,HIGH,STOP_AND_ESCALATE,none,25.703,1
episode_00966,149900,BANK_OR_NETWORK,upi,pending,2,1,200,0.0,3,0,True,False,MEDIUM,SEND_NUDGE,none,13.535,0
episode_00967,29900,BANK_OR_NETWORK,card,pending,2,2,649,0.25,4,0,True,False,HIGH,SEND_NUDGE,none,53.864,0
episode_00968,69900,CUSTOMER_AUTH_FAILURE,card,pending,2,2,287,0.0,1,0,True,False,LOW,SEND_NUDGE,none,60.609,1
episode_00969,29900,PAYMENT_METHOD_INVALID,card,halted,3,1,142,0.0,0,1,False,False,HIGH,WAIT_NATIVE_RETRY,none,24.041,0
episode_00970,29900,CUSTOMER_AUTH_FAILURE,card,pending,3,1,96,0.5,4,0,True,False,MEDIUM,STOP_AND_ESCALATE,none,16.928,0
episode_00971,29900,BANK_OR_NETWORK,card,pending,2,2,70,1.0,1,0,True,False,HIGH,STOP_AND_ESCALATE,none,86.669,0
episode_00972,29900,TEMPORARY_FUNDS,netbanking,pending,4,1,268,1.0,2,0,True,False,HIGH,REQUEST_CARD_UPDATE,none,1.515,0
episode_00973,29900,MANDATE_OR_AUTH_INVALID,upi,pending,1,3,199,1.0,1,0,True,True,HIGH,WAIT_NATIVE_RETRY,low,19.225,1
episode_00974,149900,UNKNOWN,card,pending,4,1,281,0.25,4,0,True,False,HIGH,WAIT_NATIVE_RETRY,none,68.216,1
episode_00975,29900,TEMPORARY_FUNDS,upi,pending,4,1,93,0.0,3,1,True,False,HIGH,SEND_NUDGE,none,25.996,0
episode_00976,69900,BANK_OR_NETWORK,card,pending,3,1,247,0.5,4,0,True,False,MEDIUM,WAIT_NATIVE_RETRY,none,32.518,1
episode_00977,69900,CUSTOMER_AUTH_FAILURE,upi,pending,4,1,190,0.0,3,0,True,False,HIGH,SEND_NUDGE,none,53.199,1
episode_00978,29900,TEMPORARY_FUNDS,upi,pending,3,1,77,0.0,0,0,True,False,HIGH,WAIT_NATIVE_RETRY,none,13.89,1
episode_00979,29900,UNKNOWN,upi,halted,2,1,97,0.25,4,2,False,False,LOW,REQUEST_CARD_UPDATE,none,15.858,1
episode_00980,149900,TEMPORARY_FUNDS,card,pending,2,2,290,0.0,1,0,True,False,HIGH,SEND_NUDGE,none,62.169,0
episode_00981,149900,PAYMENT_METHOD_INVALID,emandate,halted,1,2,122,0.0,0,3,False,False,MEDIUM,WAIT_NATIVE_RETRY,none,17.521,0
episode_00982,29900,TEMPORARY_FUNDS,card,pending,2,1,189,0.0,1,0,True,False,LOW,SEND_NUDGE,none,39.824,1
episode_00983,149900,CUSTOMER_AUTH_FAILURE,netbanking,pending,2,3,146,0.0,1,0,True,False,HIGH,REQUEST_CARD_UPDATE,none,31.986,0
episode_00984,29900,CUSTOMER_AUTH_FAILURE,card,pending,3,2,192,0.0,1,0,True,False,HIGH,REQUEST_CARD_UPDATE,none,91.74,1
episode_00985,69900,MANDATE_OR_AUTH_INVALID,card,halted,2,1,223,0.333333,3,2,False,False,HIGH,REQUEST_CARD_UPDATE,none,32.279,0
episode_00986,149900,PAYMENT_METHOD_INVALID,upi,pending,2,2,32,0.25,4,1,True,False,MEDIUM,WAIT_NATIVE_RETRY,none,6.766,0
episode_00987,149900,CUSTOMER_AUTH_FAILURE,card,pending,5,1,306,0.4,5,1,True,False,HIGH,WAIT_NATIVE_RETRY,none,31.103,0
episode_00988,69900,PAYMENT_METHOD_INVALID,card,pending,3,1,198,0.666667,3,0,True,False,HIGH,STOP_AND_ESCALATE,none,34.689,1
episode_00989,29900,TEMPORARY_FUNDS,emandate,pending,2,2,265,0.0,3,0,True,False,HIGH,WAIT_NATIVE_RETRY,none,16.067,1
episode_00990,69900,CUSTOMER_AUTH_FAILURE,upi,pending,3,1,224,0.333333,3,1,True,False,HIGH,WAIT_NATIVE_RETRY,none,23.059,1
episode_00991,29900,BANK_OR_NETWORK,card,pending,1,1,39,0.5,2,0,True,True,HIGH,SEND_NUDGE,medium,20.692,1
episode_00992,29900,PAYMENT_METHOD_INVALID,upi,halted,2,1,29,1.0,1,3,False,False,LOW,REQUEST_CARD_UPDATE,none,9.699,0
episode_00993,29900,CUSTOMER_AUTH_FAILURE,card,halted,2,3,95,0.0,2,0,False,True,HIGH,REQUEST_CARD_UPDATE,low,9.885,1
episode_00994,69900,BANK_OR_NETWORK,card,pending,3,2,372,1.0,3,2,True,True,MEDIUM,WAIT_NATIVE_RETRY,medium,83.801,1
episode_00995,69900,MANDATE_OR_AUTH_INVALID,card,halted,1,1,353,0.0,4,0,False,False,MEDIUM,STOP_AND_ESCALATE,none,7.241,0
episode_00996,29900,PAYMENT_METHOD_INVALID,upi,pending,1,2,292,0.0,0,0,True,False,HIGH,SEND_NUDGE,none,34.665,0
episode_00997,149900,CUSTOMER_AUTH_FAILURE,card,pending,1,2,312,0.0,0,2,True,False,HIGH,WAIT_NATIVE_RETRY,none,25.686,0
episode_00998,29900,TEMPORARY_FUNDS,upi,halted,1,2,312,1.0,1,0,False,False,MEDIUM,REQUEST_CARD_UPDATE,none,46.981,0
episode_00999,149900,UNKNOWN,upi,pending,1,1,58,0.0,2,0,True,True,LOW,WAIT_NATIVE_RETRY,high,25.379,1
episode_01000,29900,BANK_OR_NETWORK,card,halted,2,1,182,0.0,3,2,False,False,HIGH,WAIT_NATIVE_RETRY,none,9.119,0
episode_01001,149900,PAYMENT_METHOD_INVALID,emandate,pending,2,2,210,0.0,2,2,True,False,MEDIUM,SEND_NUDGE,none,17.195,0
episode_01002,29900,TEMPORARY_FUNDS,card,pending,5,3,199,0.5,2,1,True,False,MEDIUM,STOP_AND_ESCALATE,none,18.178,0
episode_01003,29900,UNKNOWN,card,pending,2,1,344,1.0,2,1,True,False,LOW,WAIT_NATIVE_RETRY,none,8.225,1
episode_01004,69900,TEMPORARY_FUNDS,card,pending,2,1,22,0.0,0,0,True,False,MEDIUM,STOP_AND_ESCALATE,none,44.049,1
episode_01005,29900,CUSTOMER_AUTH_FAILURE,card,pending,3,2,175,1.0,2,1,True,False,HIGH,WAIT_NATIVE_RETRY,none,29.194,1
episode_01006,149900,CUSTOMER_AUTH_FAILURE,card,pending,2,2,203,0.0,0,1,True,False,HIGH,REQUEST_CARD_UPDATE,none,14.312,0
episode_01007,29900,PAYMENT_METHOD_INVALID,card,pending,2,5,229,1.0,4,0,True,False,MEDIUM,REQUEST_CARD_UPDATE,none,23.631,1
episode_01008,69900,MANDATE_OR_AUTH_INVALID,card,pending,1,3,195,0.0,0,1,True,False,HIGH,STOP_AND_ESCALATE,none,40.453,0
episode_01009,29900,MANDATE_OR_AUTH_INVALID,upi,pending,2,2,286,0.0,2,1,True,False,HIGH,STOP_AND_ESCALATE,none,26.156,0
episode_01010,69900,UNKNOWN,card,pending,1,2,128,0.0,1,0,True,False,LOW,SEND_NUDGE,none,2.476,0
episode_01011,29900,MANDATE_OR_AUTH_INVALID,card,pending,2,1,104,0.0,1,1,True,False,HIGH,SEND_NUDGE,none,20.576,0
episode_01012,29900,PAYMENT_METHOD_INVALID,upi,pending,2,1,471,0.0,1,0,True,False,HIGH,WAIT_NATIVE_RETRY,none,41.399,1
episode_01013,69900,MANDATE_OR_AUTH_INVALID,upi,pending,1,2,302,0.0,0,0,True,False,MEDIUM,REQUEST_CARD_UPDATE,none,13.616,0
episode_01014,29900,BANK_OR_NETWORK,upi,halted,1,1,53,0.0,3,1,False,False,LOW,REQUEST_CARD_UPDATE,none,10.942,1
episode_01015,69900,PAYMENT_METHOD_INVALID,card,pending,2,2,238,0.0,2,2,True,False,MEDIUM,WAIT_NATIVE_RETRY,none,20.336,0
episode_01016,149900,TEMPORARY_FUNDS,upi,pending,3,1,99,0.0,2,0,True,False,HIGH,STOP_AND_ESCALATE,none,17.717,0
episode_01017,29900,TEMPORARY_FUNDS,upi,pending,2,3,66,0.0,2,1,True,False,MEDIUM,WAIT_NATIVE_RETRY,none,15.025,0
episode_01018,69900,PAYMENT_METHOD_INVALID,netbanking,pending,2,1,182,0.0,1,1,True,False,HIGH,WAIT_NATIVE_RETRY,none,9.22,1
episode_01019,149900,BANK_OR_NETWORK,upi,pending,3,1,308,0.6,5,1,True,False,MEDIUM,WAIT_NATIVE_RETRY,none,19.677,0
episode_01020,29900,BANK_OR_NETWORK,card,pending,4,4,127,0.5,2,0,True,False,HIGH,WAIT_NATIVE_RETRY,none,32.252,1
episode_01021,69900,UNKNOWN,card,pending,2,3,57,0.0,0,2,True,False,LOW,WAIT_NATIVE_RETRY,none,41.977,0
episode_01022,69900,MANDATE_OR_AUTH_INVALID,card,pending,1,3,32,0.0,0,1,True,False,HIGH,SEND_NUDGE,none,94.512,0
episode_01023,149900,CUSTOMER_AUTH_FAILURE,emandate,pending,1,1,496,0.5,2,0,True,False,HIGH,STOP_AND_ESCALATE,none,32.546,1
episode_01024,69900,PAYMENT_METHOD_INVALID,upi,pending,5,1,414,0.0,0,0,True,False,HIGH,REQUEST_CARD_UPDATE,none,29.678,1
episode_01025,69900,UNKNOWN,card,pending,2,2,387,0.2,5,0,True,False,MEDIUM,WAIT_NATIVE_RETRY,none,30.272,1
episode_01026,69900,BANK_OR_NETWORK,card,pending,1,2,200,1.0,1,2,True,True,HIGH,WAIT_NATIVE_RETRY,medium,55.946,1
episode_01027,29900,TEMPORARY_FUNDS,card,pending,3,3,180,0.0,2,2,True,False,HIGH,SEND_NUDGE,none,18.758,0
episode_01028,69900,BANK_OR_NETWORK,upi,pending,2,1,213,1.0,1,3,True,False,HIGH,REQUEST_CARD_UPDATE,none,2.826,0
episode_01029,149900,MANDATE_OR_AUTH_INVALID,emandate,pending,3,2,413,0.0,0,2,True,False,LOW,WAIT_NATIVE_RETRY,none,46.514,0
episode_01030,149900,PAYMENT_METHOD_INVALID,upi,pending,1,1,51,0.0,0,0,True,False,MEDIUM,WAIT_NATIVE_RETRY,none,23.031,0
episode_01031,69900,PAYMENT_METHOD_INVALID,card,halted,1,2,163,0.5,2,1,False,False,MEDIUM,WAIT_NATIVE_RETRY,none,4.741,0
episode_01032,149900,BANK_OR_NETWORK,card,pending,1,4,46,0.0,2,0,True,True,HIGH,SEND_NUDGE,high,25.737,0
episode_01033,149900,TEMPORARY_FUNDS,card,halted,3,1,75,0.5,2,3,False,False,HIGH,REQUEST_CARD_UPDATE,none,33.975,1
episode_01034,29900,UNKNOWN,emandate,halted,1,2,52,0.666667,3,1,False,True,LOW,STOP_AND_ESCALATE,medium,86.744,0
episode_01035,69900,PAYMENT_METHOD_INVALID,emandate,pending,1,1,68,0.0,1,0,True,False,HIGH,SEND_NUDGE,none,25.584,1
episode_01036,149900,CUSTOMER_AUTH_FAILURE,upi,halted,2,1,146,0.8,5,0,False,False,HIGH,SEND_NUDGE,none,51.48,1
episode_01037,69900,UNKNOWN,card,pending,2,1,387,0.5,2,0,True,False,MEDIUM,STOP_AND_ESCALATE,none,55.675,0
episode_01038,69900,CUSTOMER_AUTH_FAILURE,emandate,pending,1,1,127,0.0,1,2,True,False,HIGH,REQUEST_CARD_UPDATE,none,95.445,0
episode_01039,29900,UNKNOWN,card,pending,1,1,55,0.5,2,1,True,False,LOW,WAIT_NATIVE_RETRY,none,59.546,0
episode_01040,69900,CUSTOMER_AUTH_FAILURE,emandate,pending,1,1,81,0.0,1,1,True,False,HIGH,STOP_AND_ESCALATE,none,43.396,0
episode_01041,149900,TEMPORARY_FUNDS,emandate,halted,3,1,10,0.333333,3,2,False,True,MEDIUM,SEND_NUDGE,medium,19.279,0
episode_01042,69900,PAYMENT_METHOD_INVALID,card,pending,1,1,180,0.0,0,1,True,False,MEDIUM,SEND_NUDGE,none,9.272,0
episode_01043,29900,TEMPORARY_FUNDS,upi,pending,3,2,61,0.4,5,3,True,False,LOW,WAIT_NATIVE_RETRY,none,15.381,0
episode_01044,29900,PAYMENT_METHOD_INVALID,netbanking,pending,3,3,140,0.0,1,0,True,False,HIGH,STOP_AND_ESCALATE,none,87.793,0
episode_01045,149900,MANDATE_OR_AUTH_INVALID,card,pending,2,1,231,0.0,0,0,True,False,LOW,REQUEST_CARD_UPDATE,none,57.435,0
episode_01046,149900,PAYMENT_METHOD_INVALID,emandate,pending,3,1,115,0.0,1,0,True,False,MEDIUM,WAIT_NATIVE_RETRY,none,69.678,1
episode_01047,29900,UNKNOWN,card,pending,2,1,78,0.0,0,2,True,False,MEDIUM,SEND_NUDGE,none,11.874,0
episode_01048,69900,CUSTOMER_AUTH_FAILURE,netbanking,pending,2,1,262,0.0,1,1,True,False,HIGH,WAIT_NATIVE_RETRY,none,48.989,0
episode_01049,69900,TEMPORARY_FUNDS,netbanking,pending,5,3,226,0.666667,3,2,True,False,HIGH,SEND_NUDGE,none,32.811,0
episode_01050,29900,MANDATE_OR_AUTH_INVALID,card,pending,1,1,24,0.0,0,1,True,False,MEDIUM,WAIT_NATIVE_RETRY,none,48.222,0
episode_01051,29900,MANDATE_OR_AUTH_INVALID,card,pending,2,2,180,0.666667,3,0,True,False,HIGH,WAIT_NATIVE_RETRY,none,50.825,0
episode_01052,69900,TEMPORARY_FUNDS,card,pending,3,1,82,1.0,1,0,True,False,HIGH,WAIT_NATIVE_RETRY,none,20.422,0
episode_01053,149900,PAYMENT_METHOD_INVALID,upi,pending,1,3,241,1.0,2,0,True,False,HIGH,WAIT_NATIVE_RETRY,none,32.101,1
episode_01054,69900,UNKNOWN,upi,pending,2,2,141,0.0,1,0,True,False,LOW,WAIT_NATIVE_RETRY,none,26.123,0
episode_01055,29900,PAYMENT_METHOD_INVALID,netbanking,pending,2,1,218,0.5,4,0,True,False,HIGH,WAIT_NATIVE_RETRY,none,49.193,1
episode_01056,29900,PAYMENT_METHOD_INVALID,card,pending,1,1,62,1.0,1,0,True,False,MEDIUM,SEND_NUDGE,none,42.346,0
episode_01057,69900,TEMPORARY_FUNDS,card,pending,5,2,511,0.5,2,0,True,False,HIGH,REQUEST_CARD_UPDATE,none,61.813,0
episode_01058,69900,PAYMENT_METHOD_INVALID,emandate,pending,1,2,231,0.25,4,0,True,False,MEDIUM,SEND_NUDGE,none,23.273,0
episode_01059,29900,CUSTOMER_AUTH_FAILURE,upi,pending,1,2,230,1.0,2,0,True,False,HIGH,SEND_NUDGE,none,68.621,1
episode_01060,69900,TEMPORARY_FUNDS,card,pending,1,1,150,0.0,2,0,True,False,MEDIUM,WAIT_NATIVE_RETRY,none,12.332,0
episode_01061,69900,PAYMENT_METHOD_INVALID,card,pending,5,2,51,1.0,3,1,True,False,MEDIUM,WAIT_NATIVE_RETRY,none,19.592,0
episode_01062,29900,MANDATE_OR_AUTH_INVALID,card,pending,2,1,363,1.0,1,1,True,False,HIGH,REQUEST_CARD_UPDATE,none,27.917,0
episode_01063,69900,TEMPORARY_FUNDS,emandate,pending,1,1,95,0.0,0,0,True,False,HIGH,WAIT_NATIVE_RETRY,none,19.246,1
episode_01064,29900,PAYMENT_METHOD_INVALID,upi,pending,3,1,57,0.5,6,0,True,False,HIGH,WAIT_NATIVE_RETRY,none,6.056,0
episode_01065,29900,CUSTOMER_AUTH_FAILURE,card,pending,2,4,424,0.0,3,1,True,False,LOW,SEND_NUDGE,none,77.561,0
episode_01066,69900,MANDATE_OR_AUTH_INVALID,card,pending,3,2,287,0.5,8,0,True,False,MEDIUM,STOP_AND_ESCALATE,none,22.01,0
episode_01067,149900,TEMPORARY_FUNDS,card,pending,1,2,170,0.0,0,0,True,False,HIGH,REQUEST_CARD_UPDATE,none,20.212,1
episode_01068,149900,UNKNOWN,card,pending,1,3,14,0.0,0,3,True,False,LOW,SEND_NUDGE,none,7.253,1
episode_01069,29900,TEMPORARY_FUNDS,unknown,pending,4,1,220,0.0,1,3,True,False,HIGH,SEND_NUDGE,none,14.695,0
episode_01070,29900,MANDATE_OR_AUTH_INVALID,card,pending,1,6,261,0.0,4,1,True,False,HIGH,WAIT_NATIVE_RETRY,none,21.15,0
episode_01071,69900,BANK_OR_NETWORK,upi,pending,4,1,53,0.0,3,1,True,False,HIGH,REQUEST_CARD_UPDATE,none,15.459,0
episode_01072,29900,CUSTOMER_AUTH_FAILURE,upi,pending,2,2,452,0.333333,3,0,True,False,HIGH,SEND_NUDGE,none,46.496,0
episode_01073,29900,UNKNOWN,card,pending,1,1,402,1.0,1,0,True,False,LOW,REQUEST_CARD_UPDATE,none,15.693,1
episode_01074,69900,TEMPORARY_FUNDS,card,pending,2,1,205,0.0,2,3,True,False,HIGH,WAIT_NATIVE_RETRY,none,21.417,0
episode_01075,69900,PAYMENT_METHOD_INVALID,card,pending,4,1,62,1.0,2,0,True,False,MEDIUM,WAIT_NATIVE_RETRY,none,7.161,1
episode_01076,69900,TEMPORARY_FUNDS,card,pending,2,2,249,0.8,5,2,True,False,LOW,STOP_AND_ESCALATE,none,52.187,0
episode_01077,69900,BANK_OR_NETWORK,emandate,pending,1,1,234,0.0,2,2,True,False,LOW,WAIT_NATIVE_RETRY,none,30.852,1
episode_01078,69900,BANK_OR_NETWORK,card,pending,2,1,181,1.0,3,1,True,True,LOW,SEND_NUDGE,medium,49.787,1
episode_01079,69900,MANDATE_OR_AUTH_INVALID,card,pending,2,2,317,1.0,2,0,True,True,MEDIUM,WAIT_NATIVE_RETRY,high,60.611,0
episode_01080,149900,MANDATE_OR_AUTH_INVALID,card,halted,3,1,97,0.0,0,0,False,False,MEDIUM,REQUEST_CARD_UPDATE,none,35.667,0
episode_01081,69900,MANDATE_OR_AUTH_INVALID,upi,pending,1,3,170,0.0,2,0,True,False,HIGH,SEND_NUDGE,none,48.958,0
episode_01082,69900,BANK_OR_NETWORK,card,pending,1,2,225,0.333333,3,3,True,False,LOW,SEND_NUDGE,none,25.782,0
episode_01083,29900,TEMPORARY_FUNDS,card,pending,1,2,207,1.0,2,1,True,False,HIGH,WAIT_NATIVE_RETRY,none,53.801,1
episode_01084,29900,CUSTOMER_AUTH_FAILURE,card,pending,3,1,205,1.0,1,3,True,False,HIGH,SEND_NUDGE,none,13.838,1
episode_01085,69900,UNKNOWN,card,pending,3,1,92,0.0,1,1,True,False,LOW,SEND_NUDGE,none,29.146,1
episode_01086,29900,BANK_OR_NETWORK,emandate,pending,2,2,112,0.0,0,1,True,True,HIGH,WAIT_NATIVE_RETRY,medium,14.815,1
episode_01087,149900,CUSTOMER_AUTH_FAILURE,upi,pending,3,2,112,0.0,4,1,True,False,LOW,SEND_NUDGE,none,54.465,1
episode_01088,29900,TEMPORARY_FUNDS,upi,pending,3,2,85,1.0,1,0,True,False,MEDIUM,STOP_AND_ESCALATE,none,30.563,0
episode_01089,69900,PAYMENT_METHOD_INVALID,card,halted,2,2,210,1.0,2,0,False,False,HIGH,STOP_AND_ESCALATE,none,30.651,1
episode_01090,69900,TEMPORARY_FUNDS,emandate,pending,2,1,129,0.0,4,0,True,True,LOW,REQUEST_CARD_UPDATE,high,40.556,0
episode_01091,29900,BANK_OR_NETWORK,card,pending,3,4,219,1.0,1,2,True,False,MEDIUM,STOP_AND_ESCALATE,none,18.236,0
episode_01092,29900,PAYMENT_METHOD_INVALID,card,pending,3,1,268,0.5,4,0,True,False,HIGH,REQUEST_CARD_UPDATE,none,14.847,1
episode_01093,69900,TEMPORARY_FUNDS,emandate,pending,2,3,99,0.0,0,0,True,False,HIGH,SEND_NUDGE,none,49.951,0
episode_01094,149900,UNKNOWN,card,pending,1,2,49,1.0,3,2,True,False,LOW,REQUEST_CARD_UPDATE,none,16.021,0
episode_01095,29900,TEMPORARY_FUNDS,upi,halted,2,1,328,0.5,2,1,False,False,HIGH,REQUEST_CARD_UPDATE,none,68.753,0
episode_01096,29900,BANK_OR_NETWORK,card,pending,1,2,222,1.0,2,0,True,False,LOW,SEND_NUDGE,none,110.293,0
episode_01097,29900,CUSTOMER_AUTH_FAILURE,upi,pending,1,1,153,0.0,2,1,True,False,HIGH,STOP_AND_ESCALATE,none,41.247,0
episode_01098,69900,TEMPORARY_FUNDS,card,pending,2,3,161,1.0,2,0,True,False,HIGH,STOP_AND_ESCALATE,none,8.767,1
episode_01099,69900,BANK_OR_NETWORK,upi,pending,2,3,276,0.0,1,1,True,False,HIGH,REQUEST_CARD_UPDATE,none,33.756,0
episode_01100,29900,TEMPORARY_FUNDS,upi,pending,1,2,34,1.0,1,0,True,False,MEDIUM,WAIT_NATIVE_RETRY,none,37.155,1
episode_01101,69900,PAYMENT_METHOD_INVALID,card,halted,2,1,198,0.666667,3,0,False,False,HIGH,WAIT_NATIVE_RETRY,none,3.842,0
episode_01102,69900,TEMPORARY_FUNDS,card,pending,3,1,230,0.0,1,0,True,False,HIGH,REQUEST_CARD_UPDATE,none,36.841,0
episode_01103,29900,CUSTOMER_AUTH_FAILURE,emandate,pending,3,2,70,0.0,3,2,True,False,HIGH,REQUEST_CARD_UPDATE,none,24.891,0
episode_01104,69900,CUSTOMER_AUTH_FAILURE,card,pending,6,3,199,0.0,4,1,True,False,HIGH,REQUEST_CARD_UPDATE,none,21.284,0
episode_01105,29900,CUSTOMER_AUTH_FAILURE,card,pending,4,4,150,0.166667,6,0,True,False,LOW,WAIT_NATIVE_RETRY,none,20.714,1
episode_01106,69900,UNKNOWN,upi,pending,3,3,235,0.0,0,0,True,False,MEDIUM,STOP_AND_ESCALATE,none,46.515,1
episode_01107,69900,BANK_OR_NETWORK,card,halted,1,3,314,0.666667,3,2,False,False,HIGH,REQUEST_CARD_UPDATE,none,55.043,0
episode_01108,69900,TEMPORARY_FUNDS,upi,pending,2,1,109,1.0,1,0,True,False,MEDIUM,REQUEST_CARD_UPDATE,none,23.08,1
episode_01109,29900,TEMPORARY_FUNDS,card,pending,2,1,53,1.0,2,2,True,False,MEDIUM,WAIT_NATIVE_RETRY,none,28.304,0
episode_01110,69900,CUSTOMER_AUTH_FAILURE,upi,pending,2,1,412,0.5,2,1,True,False,LOW,REQUEST_CARD_UPDATE,none,39.618,0
episode_01111,29900,UNKNOWN,card,pending,5,3,62,0.333333,3,1,True,False,MEDIUM,WAIT_NATIVE_RETRY,none,25.848,0
episode_01112,29900,MANDATE_OR_AUTH_INVALID,upi,pending,2,1,422,0.0,2,1,True,True,HIGH,WAIT_NATIVE_RETRY,medium,45.425,1
episode_01113,69900,TEMPORARY_FUNDS,upi,pending,3,1,45,0.5,2,0,True,False,HIGH,SEND_NUDGE,none,62.52,1
episode_01114,29900,TEMPORARY_FUNDS,upi,halted,1,1,168,0.0,2,0,False,False,HIGH,WAIT_NATIVE_RETRY,none,24.437,1
episode_01115,69900,TEMPORARY_FUNDS,card,pending,3,1,68,0.0,0,1,True,True,HIGH,WAIT_NATIVE_RETRY,medium,100.502,0
episode_01116,69900,BANK_OR_NETWORK,card,halted,3,3,261,1.0,1,0,False,False,HIGH,STOP_AND_ESCALATE,none,36.597,0
episode_01117,149900,UNKNOWN,netbanking,pending,2,1,160,0.0,5,0,True,False,MEDIUM,REQUEST_CARD_UPDATE,none,40.441,1
episode_01118,29900,PAYMENT_METHOD_INVALID,upi,pending,2,2,145,0.333333,3,1,True,False,LOW,SEND_NUDGE,none,75.809,0
episode_01119,69900,CUSTOMER_AUTH_FAILURE,netbanking,halted,3,3,307,0.0,1,1,False,False,HIGH,SEND_NUDGE,none,20.473,0
episode_01120,29900,PAYMENT_METHOD_INVALID,upi,pending,1,1,53,0.666667,3,1,True,False,HIGH,SEND_NUDGE,none,27.625,1
episode_01121,149900,PAYMENT_METHOD_INVALID,netbanking,pending,1,1,454,0.0,1,1,True,False,HIGH,REQUEST_CARD_UPDATE,none,22.83,1
episode_01122,69900,TEMPORARY_FUNDS,card,pending,2,2,106,1.0,3,0,True,False,MEDIUM,SEND_NUDGE,none,17.99,1
episode_01123,29900,PAYMENT_METHOD_INVALID,card,pending,2,5,195,0.0,0,0,True,False,MEDIUM,STOP_AND_ESCALATE,none,6.934,0
